Global Company Key;Historical CRSP PERMNO Link to COMPUSTAT Record;Ticker Symbol;CUSIP;Fiscal year end;Fiscal quarter end;Date;Book/Market;Return on Assets;Return on Equity;Return on Capital Employed;Total Debt/Total Assets;Total Debt/Equity
062263;83111;ALXN;01535110;31/12/2017;31/12/2017;28/02/2018;0,35;0,10;0,05;0,08;0,35;0,53
062655;83421;DF;24237020;31/12/2017;31/12/2017;28/02/2018;0,68;0,13;0,07;0,10;0,74;2,82
063501;83862;ETFC;26924640;31/12/2017;31/12/2017;28/02/2018;0,47;0,02;0,10;0,16;0,89;8,13
063527;83906;SRCL;85891210;31/12/2017;31/12/2017;28/02/2018;0,45;0,11;0,02;0,09;0,58;1,14
063892;84032;NOV;63707110;31/12/2017;31/12/2017;28/02/2018;1,08;0,03;-0,02;-0,01;0,30;0,43
011687;84129;ZION;98970110;31/12/2017;31/12/2017;28/02/2018;0,71;0,02;0,08;0,11;0,88;7,63
064166;84373;DGX;74834L10;31/12/2017;31/12/2017;28/02/2018;0,38;0,15;0,16;0,15;0,52;1,11
014794;84387;CMT;21868310;31/12/2017;31/12/2017;28/02/2018;0,61;0,11;0,05;0,08;0,26;0,35
014282;84769;APH;03209510;31/12/2017;31/12/2017;28/02/2018;0,16;0,18;0,16;0,20;0,60;1,49
064768;84788;AMZN;02313510;31/12/2017;31/12/2017;28/02/2018;0,05;0,12;0,13;0,07;0,79;3,74
015247;85269;VLO;91913Y10;31/12/2017;31/12/2017;28/02/2018;0,67;0,10;0,15;0,12;0,54;1,24
065417;85348;YUM;98849810;31/12/2017;31/12/2017;28/02/2018;;0,57;;0,82;2,19;-1,84
065609;85459;CHRW;12541W20;31/12/2017;31/12/2017;28/02/2018;0,12;0,22;0,36;0,29;0,66;1,97
066368;85753;VRSN;92343E10;31/12/2017;31/12/2017;28/02/2018;;0,29;;0,78;1,43;-3,33
066446;85792;PWR;74762E10;31/12/2017;31/12/2017;28/02/2018;0,66;0,11;0,08;0,11;0,41;0,71
028930;85913;MAR;57190320;31/12/2017;31/12/2017;28/02/2018;0,09;0,12;0,46;0,20;0,84;5,42
009555;85926;SEE;81211K10;31/12/2017;31/12/2017;28/02/2018;0,02;0,13;0,15;0,16;0,97;33,67
109079;85939;RLH;75676410;31/12/2017;31/12/2017;28/02/2018;0,71;0,06;0,00;0,01;0,42;0,86
110685;86021;LLL;50241310;31/12/2017;31/12/2017;28/02/2018;0,34;0,10;0,15;0,13;0,60;1,49
066731;86102;FII;31421110;31/12/2017;31/12/2017;28/02/2018;0,24;0,30;0,35;0,40;0,36;0,58
008272;86136;SRE;81685110;31/12/2017;31/12/2017;28/02/2018;0,58;0,08;0,02;0,08;0,70;2,78
111864;86158;CTSH;19244610;31/12/2017;31/12/2017;28/02/2018;0,26;0,20;0,14;0,22;0,30;0,43
112168;86228;RSG;76075910;31/12/2017;31/12/2017;28/02/2018;0,35;0,13;0,16;0,10;0,62;1,66
114524;86356;EBAY;27864210;31/12/2017;31/12/2017;28/02/2018;0,30;0,12;-0,09;0,12;0,69;2,22
119314;86783;PCLN;74150340;31/12/2017;31/12/2017;28/02/2018;0,14;0,22;0,21;0,24;0,56;1,26
120093;86799;CNX;12653C10;31/12/2017;31/12/2017;28/02/2018;1,20;0,06;0,08;0,01;0,44;0,78
114628;86868;GS;38141G10;31/12/2017;31/12/2017;28/02/2018;0,71;0,02;0,06;0,04;0,91;10,14
121718;86979;JNPR;48203R10;31/12/2017;31/12/2017;28/02/2018;0,45;0,12;0,06;0,13;0,52;1,10
014934;87137;DVN;25179M10;31/12/2017;31/12/2017;28/02/2018;0,46;0,12;0,11;0,06;0,53;1,74
124434;87267;BLK;09247X10;31/12/2017;31/12/2017;28/02/2018;0,43;0,03;0,14;0,15;0,85;5,90
125595;87299;AKAM;00971T10;31/12/2017;31/12/2017;28/02/2018;0,30;0,17;0,07;0,10;0,28;0,39
010920;87447;UPS;91131210;31/12/2017;31/12/2017;28/02/2018;0,02;0,23;4,32;0,36;0,98;44,37
133366;87657;EW;28176E10;31/12/2017;31/12/2017;28/02/2018;0,13;0,23;0,21;0,30;0,48;0,93
004494;87717;EXPD;30213010;31/12/2017;31/12/2017;28/02/2018;0,17;0,25;0,25;0,36;0,36;0,56
133768;87842;MET;59156R10;31/12/2017;31/12/2017;28/02/2018;1,20;0,01;0,07;0,06;0,92;10,88
024316;88031;MNST;61174X10;31/12/2017;31/12/2017;28/02/2018;0,11;0,28;0,23;0,33;0,19;0,23
136725;88352;ISRG;46120E60;31/12/2017;31/12/2017;28/02/2018;0,12;0,19;0,13;0,21;0,18;0,22
004094;88590;DNB;26483E10;31/12/2017;31/12/2017;28/02/2018;;0,21;;0,58;1,33;-3,98
001177;88845;AET;00817Y10;31/12/2017;31/12/2017;28/02/2018;0,26;0,09;0,11;0,16;0,71;2,52
004818;88853;FLR;34341210;31/12/2017;31/12/2017;28/02/2018;0,46;0,07;0,06;0,09;0,63;1,75
165993;89003;FIS;31620M10;31/12/2017;31/12/2017;28/02/2018;0,39;0,12;0,11;0,08;0,55;1,25
142953;89006;MDLZ;60920710;31/12/2017;31/12/2017;28/02/2018;0,46;0,08;0,10;0,10;0,58;1,41
144559;89070;ZBH;98956P10;31/12/2017;31/12/2017;28/02/2018;0,53;0,11;0,14;0,09;0,55;1,21
145046;89179;ANTM;03675210;31/12/2017;31/12/2017;28/02/2018;0,49;0,09;0,14;0,12;0,62;1,66
145701;89195;PFG;74251V10;31/12/2017;31/12/2017;28/02/2018;0,68;0,01;0,18;0,15;0,95;18,75
143356;89258;PRU;74432010;31/12/2017;31/12/2017;28/02/2018;1,11;0,01;0,16;0,10;0,93;14,38
147579;89393;NFLX;64110L10;31/12/2017;31/12/2017;28/02/2018;0,04;0,06;0,18;0,10;0,81;4,31
003226;89525;CMCSA;20030N10;31/12/2017;31/12/2017;28/02/2018;0,50;0,15;0,25;0,14;0,62;1,69
149318;89533;WYNN;98313410;31/12/2017;31/12/2017;28/02/2018;0,05;0,13;0,48;0,10;0,91;12,24
149070;89626;CME;12572Q10;31/12/2017;31/12/2017;28/02/2018;0,55;0,03;0,15;0,10;0,70;2,38
157057;90038;AIZ;04621X10;31/12/2017;31/12/2017;28/02/2018;0,81;0,02;0,12;0,09;0,87;6,45
135990;90071;NRG;62937750;31/12/2017;31/12/2017;28/02/2018;;0,09;;0,07;0,91;-61,48
158354;90162;GNW;37247D10;31/12/2017;31/12/2017;28/02/2018;8,66;0,01;0,06;0,06;0,85;6,71
260774;90199;CBG;12504L10;31/12/2017;31/12/2017;28/02/2018;0,28;0,13;0,19;0,16;0,64;1,84
160329;90319;GOOGL;02079K30;31/12/2017;31/12/2017;28/02/2018;0,21;0,20;0,09;0,19;0,23;0,29
162129;90386;MOS;61945C10;31/12/2017;31/12/2017;28/02/2018;1,19;0,07;-0,01;0,04;0,48;0,94
149337;90601;NDAQ;63110310;31/12/2017;31/12/2017;28/02/2018;0,50;0,08;0,12;0,11;0,63;1,68
164296;90805;DISCA;25470F10;31/12/2017;31/12/2017;28/02/2018;0,57;0,13;-0,06;0,14;0,78;3,80
126296;90808;EXPE;30212P30;31/12/2017;31/12/2017;28/02/2018;0,27;0,09;0,08;0,08;0,67;2,73
163946;90829;CF;12526910;31/12/2017;31/12/2017;28/02/2018;0,47;0,08;0,07;0,03;0,50;1,89
164708;90880;AMP;03076C10;31/12/2017;31/12/2017;28/02/2018;0,24;0,02;0,24;0,22;0,96;23,59
163610;90993;ICE;45866F10;31/12/2017;31/12/2017;28/02/2018;0,47;0,04;0,13;0,11;0,78;3,62
165914;91068;CMG;16965610;31/12/2017;31/12/2017;28/02/2018;0,17;0,23;0,13;;;
160225;91233;MA;57636Q10;31/12/2017;31/12/2017;28/02/2018;0,03;0,36;0,69;0,63;0,74;2,88
174490;91391;WIN;97382A20;31/12/2017;31/12/2017;28/02/2018;;0,17;;0,05;1,12;-9,53
174729;91392;WYN;98310W10;31/12/2017;31/12/2017;28/02/2018;0,14;0,13;0,45;0,17;0,92;10,84
175263;91461;WU;95980210;31/12/2017;31/12/2017;28/02/2018;;0,15;;0,35;1,05;-19,79
165123;91547;LDOS;52532710;31/12/2017;31/12/2017;28/02/2018;0,37;0,11;0,10;0,11;0,62;1,66
175404;91611;FSLR;33643310;31/12/2017;31/12/2017;28/02/2018;0,72;0,05;-0,03;0,04;0,26;0,35
017874;91937;TMUS;87259010;31/12/2017;31/12/2017;28/02/2018;0,48;0,16;0,19;0,10;0,68;2,13
177376;92121;DFS;25470910;31/12/2017;31/12/2017;28/02/2018;0,38;0,05;0,20;0,12;0,89;8,19
178310;92293;TDC;88076W10;31/12/2017;31/12/2017;28/02/2018;0,14;0,10;-0,08;0,07;0,74;2,83
179621;92602;PM;71817210;31/12/2017;31/12/2017;28/02/2018;;0,31;;0,60;1,24;-4,40
179700;92618;DPS;26138E10;31/12/2017;31/12/2017;28/02/2018;0,18;0,16;0,36;0,20;0,76;3,09
010903;92655;UNH;91324P10;31/12/2017;31/12/2017;28/02/2018;0,23;0,13;0,23;0,20;0,63;1,82
180167;92709;SNI;81106510;31/12/2017;31/12/2017;28/02/2018;0,25;0,23;0,27;0,25;0,52;1,23
154357;93422;QEP;74733V10;31/12/2017;31/12/2017;28/02/2018;1,87;0,09;0,06;-0,02;0,49;0,95
