Global Company Key;Historical CRSP PERMNO Link to COMPUSTAT Record;CUSIP;BoardName;Ticker;AnnualReportDate;Number of Members;Number of Independence;Number of Expertise;% of Independence;% of Expertise;Fiscal year end;Fiscal quarter end;Date;Book/Market;Return on Assets;Return on Equity;Return on Capital Employed;Total Debt/Total Assets;Total Debt/Equity
6742;49015;53418710;LINCOLN NATIONAL CORP;LNC;01/12/2019;5;3;1;60,00%;20,00%;31/12/2019;31/12/2019;29/02/2020;1,91;0;0,05;0,06;0,94;16
6781;26710;54042410;LOBLAW COMPANIES LTD;L;01/12/2019;8;7;0;87,50%;0,00%;31/12/2019;31/12/2019;29/02/2020;1,33;0,03;0,05;0,05;0,73;3,15
6774;21178;53983010;LOCKHEED MARTIN CORP;LMT;01/12/2019;7;7;6;100,00%;85,71%;31/12/2019;31/12/2019;29/02/2020;0,03;0,21;2,66;0,52;0,93;14,19
6781;26710;54042410;LOEWS CORP;L;01/12/2019;6;0;2;0,00%;33,33%;31/12/2019;31/12/2019;29/02/2020;1,33;0,03;0,05;0,05;0,73;3,15
4699;35554;55261F10;M&T BANK CORP;MTB;01/12/2019;5;5;3;100,00%;60,00%;31/12/2019;31/12/2019;29/02/2020;0,65;0,03;0,13;0,14;0,87;6,63
186989;12872;56585A10;MARATHON PETROLEUM CORP;MPC;01/12/2019;8;8;4;100,00%;50,00%;31/12/2019;31/12/2019;29/02/2020;1,03;0,1;0,07;0,1;0,56;1,65
28930;85913;57190320;MARRIOTT INTERNATIONAL INC;MAR;01/12/2019;6;5;5;83,33%;83,33%;31/12/2019;31/12/2019;29/02/2020;0,02;0,1;0,69;0,17;0,97;34,63
7065;45751;57174810;MARSH & MCLENNAN COMPANIES INC;MMC;01/12/2019;7;7;5;100,00%;71,43%;31/12/2019;31/12/2019;29/02/2020;0,15;0,15;0,21;0,19;0,75;3
7085;34032;57459910;MASCO CORP;MAS;01/12/2019;9;8;8;88,89%;88,89%;31/12/2019;31/12/2019;29/02/2020;;0,24;;0,4;1,01;-21,63
160225;91233;57636Q10;MASTERCARD INC;MA;01/12/2019;6;6;2;100,00%;33,33%;31/12/2019;31/12/2019;29/02/2020;0,02;0,38;1,42;0,72;0,8;3,94
7116;39538;57708110;MATTEL INC;MAT;01/12/2019;6;5;6;83,33%;100,00%;31/12/2019;31/12/2019;29/02/2020;0,12;0,07;-0,34;0,04;0,91;9,83
7257;22752;58933Y10;MERCK & CO INC (Schering-Plough Corp prior to 11/2009);MRK;01/12/2019;5;4;2;80,00%;40,00%;31/12/2019;31/12/2019;29/02/2020;0,12;0,22;0,35;0,28;0,69;2,25
133768;87842;59156R10;METLIFE INC;MET;01/12/2019;9;8;6;88,89%;66,67%;31/12/2019;31/12/2019;29/02/2020;1,54;0,01;0,09;0,1;0,91;9,69
7435;22592;88579Y10;MINCO CAPITAL CORP (Minco Gold Corp prior to 02/2019);MMM;01/12/2019;3;3;0;100,00%;0,00%;31/12/2019;31/12/2019;29/02/2020;0,1;0,21;0,45;0,25;0,77;3,43
3505;59248;60871R20;MOLSON COORS BEVERAGE CO (Molson Coors Brewing Co prior to 01/2020);TAP;01/12/2019;4;3;2;75,00%;50,00%;31/12/2019;31/12/2019;29/02/2020;1,34;0,08;0,02;0,06;0,53;1,13
24316;88031;61174X10;MONSTER BEVERAGE CORP (Hansen Natural Corp prior to 12/2011);MNST;01/12/2019;6;2;3;33,33%;50,00%;31/12/2019;31/12/2019;29/02/2020;0,12;0,31;0,28;0,36;0,19;0,23
139665;48506;61536910;MOODYS CORP;MCO;01/12/2019;15;14;14;93,33%;93,33%;31/12/2019;31/12/2019;29/02/2020;0,02;0,23;2,08;0,32;0,92;15,41
12124;69032;61744644;MORGAN STANLEY (Morgan Stanley Dean Witter & Co prior to 07/2002);MS;01/12/2019;4;4;3;100,00%;75,00%;31/12/2019;31/12/2019;29/02/2020;0,9;0,03;0,13;0,05;0,91;9,97
162129;90386;61945C10;MOSAIC CO;MOS;01/12/2019;12;11;6;91,67%;50,00%;31/12/2019;31/12/2019;29/02/2020;1,25;0,07;-0,1;0,03;0,51;1,08
7585;22779;62007630;MOTOROLA SOLUTIONS INC;MSI;01/12/2019;4;4;4;100,00%;100,00%;31/12/2019;31/12/2019;29/02/2020;;0,2;;0,36;1,06;-16,18
7620;28345;62671710;MURPHY OIL CORP;MUR;01/12/2019;5;2;2;40,00%;40,00%;31/12/2019;31/12/2019;29/02/2020;1,38;0,15;0,02;0,06;0,5;1,08
149337;90601;63110310;NASDAQ INC (NASDAQ OMX Group Inc prior to 09/2015);NDAQ;01/12/2019;7;4;5;57,14%;71,43%;31/12/2019;31/12/2019;29/02/2020;0,35;0,09;0,13;0,12;0,6;1,47
147579;89393;64110L10;NETFLIX INC;NFLX;01/12/2019;3;0;1;0,00%;33,33%;31/12/2019;31/12/2019;29/02/2020;0,05;0,09;0,29;0,13;0,78;3,48
7875;60986;65122910;NEWELL BRANDS INC (Newell Rubbermaid Inc prior to 04/2016);NWL;01/12/2019;6;5;4;83,33%;66,67%;31/12/2019;31/12/2019;29/02/2020;0,69;0,08;0,03;0,07;0,68;2,14
7881;21207;65163910;NEWMONT CORP (Newmont Goldcorp Corp prior to 01/2020);NEM;01/12/2019;14;14;12;100,00%;85,71%;31/12/2019;31/12/2019;29/02/2020;0,68;0,12;0,16;0,07;0,44;0,82
4517;24205;65339F10;NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);NEE;01/12/2019;6;6;2;100,00%;33,33%;31/12/2019;31/12/2019;29/02/2020;0,38;0,09;0,09;0,07;0,64;2,05
7974;38762;65473P10;NISOURCE INC (NIPSCO Industries Inc prior to 04/1999);NI;01/12/2019;6;6;4;100,00%;66,67%;31/12/2019;31/12/2019;29/02/2020;0,62;0,08;0,06;0,07;0,74;2,79
7912;61815;65504410;NOBLE ENERGY INC (Noble Affiliates prior to 05/2002) (De-listed 10/2020);NBL;01/12/2019;6;3;2;50,00%;33,33%;31/12/2019;31/12/2019;29/02/2020;0,75;0,02;-0,15;-0,11;0,56;1,37
7923;64311;65584410;NORFOLK SOUTHERN CORP;NSC;01/12/2019;6;5;6;83,33%;100,00%;31/12/2019;31/12/2019;29/02/2020;0,44;0,14;0,12;0,14;0,6;1,5
7982;58246;66585910;NORTHERN TRUST CORP;NTRS;01/12/2019;6;5;5;83,33%;83,33%;31/12/2019;31/12/2019;29/02/2020;0,46;0,03;0,15;0,14;0,92;11,34
7985;24766;66680710;NORTHROP GRUMMAN CORP;NOC;01/12/2019;5;5;3;100,00%;60,00%;31/12/2019;31/12/2019;29/02/2020;0,15;0,13;0,26;0,17;0,79;3,66
63892;84032;63707110;NOV INC (National Oilwell Varco Inc prior to 01/2021);NOV;01/12/2019;4;3;4;75,00%;100,00%;31/12/2019;31/12/2019;29/02/2020;0,82;0;-0,55;-0,03;0,4;0,68
135990;90071;62937750;NRG ENERGY INC;NRG;01/12/2019;4;4;3;100,00%;75,00%;31/12/2019;31/12/2019;29/02/2020;0,17;0,15;;0,2;0,87;6,55
8030;34817;67034610;NUCOR CORP;NUE;01/12/2019;7;5;1;71,43%;14,29%;31/12/2019;31/12/2019;29/02/2020;0,64;0,15;0,12;0,13;0,41;0,73
28180;79103;67103H10;O'REILLY AUTOMOTIVE INC;ORLY;01/12/2019;6;3;1;50,00%;16,67%;31/12/2019;31/12/2019;29/02/2020;0,02;0,23;2,81;0,38;0,96;25,97
8215;77157;67098H10;O-I GLASS INC (Owens-Illinois Inc prior to 12/2019);OI;01/12/2019;7;7;5;100,00%;71,43%;31/12/2019;31/12/2019;29/02/2020;0,31;0,12;-0,54;0,11;0,94;19,37
8068;34833;67459910;OCCIDENTAL PETROLEUM CORP;OXY;01/12/2019;8;7;7;87,50%;87,50%;31/12/2019;31/12/2019;29/02/2020;0,93;0,13;-0,02;0,08;0,69;2,19
4066;30681;68191910;OMNICOM GROUP INC;OMC;01/12/2019;5;4;5;80,00%;100,00%;31/12/2019;31/12/2019;29/02/2020;0,19;0,09;0,43;0,25;0,87;8,13
8151;25232;68268010;ONEOK INC (WAI Inc prior to 11/1997);OKE;01/12/2019;4;3;4;75,00%;100,00%;31/12/2019;31/12/2019;29/02/2020;0,22;0,12;0,19;0,11;0,71;2,5
8253;60506;69371810;PACCAR INC;PCAR;01/12/2019;4;4;4;100,00%;100,00%;31/12/2019;31/12/2019;29/02/2020;0,38;0,16;0,24;0,16;0,66;1,92
4145;42200;71404610;PARKLAND CORP (Parkland Fuel Corp prior to 05/2020);PKI;01/12/2019;5;5;0;100,00%;0,00%;31/12/2019;31/12/2019;29/02/2020;0,28;0,1;0,08;0,09;0,57;1,32
142460;16689;70455110;PEABODY ENERGY CORP;BTU;01/12/2019;4;4;3;100,00%;75,00%;31/12/2019;31/12/2019;29/02/2020;2,99;0,1;-0,07;0;0,59;1,48
8455;22517;69351T10;PEMBINA PIPELINE CORP;PPL;01/12/2019;5;5;3;100,00%;60,00%;31/12/2019;31/12/2019;29/02/2020;0,59;0,09;0,11;0,08;0,72;2,52
16245;12073;71270410;PEOPLE'S UNITED FINANCIAL INC (De-listed 04/2022);PBCT;01/12/2019;10;7;9;70,00%;90,00%;31/12/2019;31/12/2019;29/02/2020;1,04;0,02;0,07;0,07;0,86;6,37
8479;13856;71344810;PEPSICO INC;PEP;01/12/2019;5;5;4;100,00%;80,00%;31/12/2019;31/12/2019;29/02/2020;0,1;0,17;0,4;0,22;0,81;4,31
8530;21936;71708110;PFIZER INC;PFE;01/12/2019;5;5;4;100,00%;80,00%;31/12/2019;31/12/2019;29/02/2020;0,32;0,12;0,24;0,13;0,62;1,65
8264;13688;69331C10;PG&E CORP;PCG;01/12/2019;9;9;6;100,00%;66,67%;31/12/2019;31/12/2019;29/02/2020;0,95;0,08;-0,71;0,14;0,94;14,81
179621;92602;71817210;PHILIP MORRIS INTERNATIONAL INC;PM;01/12/2019;6;5;1;83,33%;16,67%;31/12/2019;31/12/2019;29/02/2020;;0,3;;0,59;1,22;-4,53
1075;27991;72348410;PINNACLE WEST CAPITAL CORP;PNW;01/12/2019;6;2;2;33,33%;33,33%;31/12/2019;31/12/2019;29/02/2020;0,75;0,07;0,07;0,06;0,7;2,38
14359;75241;72378710;PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2019;16;16;10;100,00%;62,50%;31/12/2019;31/12/2019;29/02/2020;0,54;0,19;0,06;0,12;0,36;0,57
8606;24459;72447910;PITNEY BOWES INC;PBI;01/12/2019;7;4;5;57,14%;71,43%;31/12/2019;31/12/2019;29/02/2020;0,82;0,07;0,07;0,07;0,95;18,11
8245;60442;69347510;PNC FINANCIAL SERVICES GROUP INC;PNC;01/12/2019;7;6;6;85,71%;85,71%;31/12/2019;31/12/2019;29/02/2020;0,69;0,02;0,11;0,08;0,88;7,32
8247;22509;69350610;PPG INDUSTRIES INC;PPG;01/12/2019;6;5;6;83,33%;100,00%;31/12/2019;31/12/2019;29/02/2020;0,18;0,15;0,23;0,19;0,69;2,33
8455;22517;69351T10;PPL CORP;PPL;01/12/2019;10;10;9;100,00%;90,00%;31/12/2019;31/12/2019;29/02/2020;0,59;0,09;0,11;0,08;0,72;2,52
145701;89195;74251V10;PRINCIPAL FINANCIAL GROUP INC;PFG;01/12/2019;6;5;1;83,33%;16,67%;31/12/2019;31/12/2019;29/02/2020;1,08;0,01;0,1;0,1;0,95;17,86
13341;64390;74331510;PROGRESSIVE CORP (OHIO);PGR;01/12/2019;5;2;5;40,00%;100,00%;31/12/2019;31/12/2019;29/02/2020;0,31;0,11;0,34;0,33;0,75;3
143356;89258;74432010;PRUDENTIAL FINANCIAL INC;PRU;01/12/2019;3;2;3;66,67%;100,00%;31/12/2019;31/12/2019;29/02/2020;1,69;0,01;0,07;0,08;0,93;13,2
8810;23712;74457310;PUBLIC SERVICE ENTERPRISE GROUP INC;PEG;01/12/2019;8;8;6;100,00%;75,00%;31/12/2019;31/12/2019;29/02/2020;0,72;0,07;0,08;0,06;0,68;2,16
8823;54148;74586710;PULTEGROUP INC;PHM;01/12/2019;6;6;5;100,00%;83,33%;31/12/2019;31/12/2019;29/02/2020;0,52;0,13;0,2;0,16;0,49;0,96
154357;93422;74733V10;QEP RESOURCES INC (De-listed 03/2021);QEP;01/12/2019;6;6;6;100,00%;100,00%;31/12/2019;31/12/2019;29/02/2020;2,74;0,13;-0,03;0,04;0,51;1,06
66446;85792;74762E10;QUANTA SERVICES INC;PWR;01/12/2019;3;3;3;100,00%;100,00%;31/12/2019;31/12/2019;29/02/2020;0,74;0,13;0,1;0,13;0,51;1,06
4040;38682;25786720;R R DONNELLEY & SONS CO (De-listed 02/2022);RRD;01/12/2019;7;7;7;100,00%;100,00%;31/12/2019;31/12/2019;29/02/2020;;0,12;;0,14;1,11;-9,64
6788;50017;75281A10;RANGE RESOURCES CORP;RRC;01/12/2019;5;5;5;100,00%;100,00%;31/12/2019;31/12/2019;29/02/2020;2,07;-0,02;-0,47;-0,29;0,64;1,82
4674;35044;7591EP10;REGIONS FINANCIAL CORP;RF;01/12/2019;7;7;6;100,00%;85,71%;31/12/2019;31/12/2019;29/02/2020;0,93;0,02;0,11;0,11;0,87;6,75
112168;86228;76075910;REPUBLIC SERVICES INC;RSG;01/12/2019;5;4;3;80,00%;60,00%;31/12/2019;31/12/2019;29/02/2020;0,28;0,13;0,13;0,11;0,64;1,79
2312;52230;77032310;ROBERT HALF INC (Robert Half International Inc prior to 07/2023);RHI;01/12/2019;3;3;2;100,00%;66,67%;31/12/2019;31/12/2019;29/02/2020;0,16;0,33;0,41;0,5;0,51;1,02
24925;77338;77669610;ROPER TECHNOLOGIES INC (Roper Industries Inc prior to 04/2015);ROP;01/12/2019;5;5;3;100,00%;60,00%;31/12/2019;31/12/2019;29/02/2020;0,29;0,12;0,18;0,11;0,48;0,91
9299;27633;78354910;RYDER SYSTEM INC;R;01/12/2019;6;4;6;66,67%;100,00%;31/12/2019;31/12/2019;29/02/2020;1,26;0,16;-0,01;0,03;0,83;4,85
9555;85926;81211K10;SEALED AIR CORP;SEE;01/12/2019;5;4;2;80,00%;40,00%;31/12/2019;31/12/2019;29/02/2020;;0,17;;0,22;1,03;-30,38
8272;86136;81685110;SEMPRA (Sempra Energy prior to 05/2023);SRE;01/12/2019;7;7;2;100,00%;28,57%;31/12/2019;31/12/2019;29/02/2020;0,46;0,07;0,1;0,06;0,67;2,2
9667;36468;82434810;SHERWIN-WILLIAMS CO;SHW;01/12/2019;5;5;4;100,00%;80,00%;31/12/2019;31/12/2019;29/02/2020;0,09;0,15;0,31;0,18;0,8;3,97
20430;66325;78442P10;SLM CORP (SALLIE MAE);SLM;01/12/2019;8;8;4;100,00%;50,00%;31/12/2019;31/12/2019;29/02/2020;0,78;0,03;0,21;0,12;0,9;8,87
9778;60206;83303410;SNAP-ON INC;SNA;01/12/2019;5;5;5;100,00%;100,00%;31/12/2019;31/12/2019;29/02/2020;0,38;0,19;0,21;0,21;0,4;0,66
9850;18411;84258710;SOUTHERN CO;SO;01/12/2019;4;4;1;100,00%;25,00%;31/12/2019;31/12/2019;29/02/2020;0,56;0,07;0,13;0,07;0,73;3,12
9882;58683;84474110;SOUTHWEST AIRLINES CO;LUV;01/12/2019;5;3;5;60,00%;100,00%;31/12/2019;31/12/2019;29/02/2020;0,44;0,16;0,19;0,23;0,62;1,63
9904;63765;84546710;SOUTHWESTERN ENERGY CO;SWN;01/12/2019;6;3;5;50,00%;83,33%;31/12/2019;31/12/2019;29/02/2020;2,48;0,12;0,32;0,06;0,52;1,07
10016;43350;85450210;STANLEY BLACK & DECKER INC;SWK;01/12/2019;5;4;3;80,00%;60,00%;31/12/2019;31/12/2019;29/02/2020;0,33;0,12;0,12;0,15;0,56;1,25
63527;83906;85891210;STERICYCLE INC;SRCL;01/12/2019;4;4;2;100,00%;50,00%;31/12/2019;31/12/2019;29/02/2020;0,45;0,07;-0,13;0,04;0,64;1,76
10115;73139;86366710;STRYKER CORP;SYK;01/12/2019;4;4;3;100,00%;75,00%;31/12/2019;31/12/2019;29/02/2020;0,16;0,15;0,17;0,15;0,58;1,36
12138;10138;74144T10;T ROWE PRICE GROUP INC;TROW;01/12/2019;7;7;5;100,00%;71,43%;31/12/2019;31/12/2019;29/02/2020;0,25;0,3;0,32;0,36;0,12;0,16
9899;66093;00206R10;TELUS CORP;T;01/12/2019;7;6;2;85,71%;28,57%;31/12/2019;31/12/2019;29/02/2020;0,86;0,11;0,06;0,08;0,63;1,9
7750;52337;88033G40;TENET HEALTHCARE CORP;THC;01/12/2019;6;6;4;100,00%;66,67%;31/12/2019;31/12/2019;29/02/2020;;0,11;;0,11;0,91;-57,58
178310;92293;88076W10;TERADATA CORP;TDC;01/12/2019;6;5;3;83,33%;50,00%;31/12/2019;31/12/2019;29/02/2020;0,09;0,1;-0,05;0,06;0,87;6,85
10453;51369;88077010;TERADYNE INC;TER;01/12/2019;3;1;3;33,33%;100,00%;31/12/2019;31/12/2019;29/02/2020;0,13;0,24;0,31;0,28;0,47;0,88
10499;15579;88250810;TEXAS INSTRUMENTS INC;TXN;01/12/2019;10;10;4;100,00%;40,00%;31/12/2019;31/12/2019;29/02/2020;0,08;0,38;0,56;0,39;0,51;1,02
2547;64186;12552310;THE CIGNA GROUP (Cigna Corp prior to 02/2023);CI;01/12/2019;5;3;4;60,00%;80,00%;31/12/2019;31/12/2019;29/02/2020;0,72;0,08;0,1;0,11;0,71;2,43
62689;59459;89417E10;THE TRAVELERS COMPANIES INC (St Paul Travelers Companies Inc prior to 02/2007);TRV;01/12/2019;6;5;4;83,33%;66,67%;31/12/2019;31/12/2019;29/02/2020;0,75;0,04;0,11;0,1;0,76;3,24
10530;62092;88355610;THERMO FISHER SCIENTIFIC INC (Thermo Electron Corp prior to 11/2006);TMO;01/12/2019;5;4;3;80,00%;60,00%;31/12/2019;31/12/2019;29/02/2020;0,25;0,11;0,12;0,09;0,49;0,97
199356;13168;89694520;TRIPADVISOR INC;TRIP;01/12/2019;3;3;3;100,00%;100,00%;31/12/2019;31/12/2019;29/02/2020;0,28;0,15;0,09;0,14;0,41;0,71
10867;48725;90781810;UNION PACIFIC CORP;UNP;01/12/2019;8;7;3;87,50%;37,50%;31/12/2019;31/12/2019;29/02/2020;0,24;0,18;0,19;0,19;0,71;2,4
10920;87447;91131210;UNITED PARCEL SERVICE (UPS) INC;UPS;01/12/2019;4;3;4;75,00%;100,00%;31/12/2019;31/12/2019;29/02/2020;0,05;0,19;0,93;0,29;0,94;16,7
23978;76644;91290910;UNITED STATES STEEL CORP;X;01/12/2019;8;8;5;100,00%;62,50%;31/12/2019;31/12/2019;29/02/2020;2,11;0,05;-0,15;-0,01;0,65;1,84
10903;92655;91324P10;UNITEDHEALTH GROUP INC;UNH;01/12/2019;3;3;3;100,00%;100,00%;31/12/2019;31/12/2019;29/02/2020;0,22;0,14;0,24;0,21;0,64;1,94
12726;71175;91529Y10;UNUM GROUP (UnumProvident Corp prior to 03/2007);UNM;01/12/2019;6;6;6;100,00%;100,00%;31/12/2019;31/12/2019;29/02/2020;1,7;0,03;0,12;0,13;0,85;5,72
4723;66157;90297330;US BANCORP;USB;01/12/2019;5;5;4;100,00%;80,00%;31/12/2019;31/12/2019;29/02/2020;0,5;0,03;0,15;0,11;0,89;8,54
15247;85269;91913Y10;VALERO ENERGY CORP;VLO;01/12/2019;3;3;3;100,00%;100,00%;31/12/2019;31/12/2019;29/02/2020;0,7;0,1;0,09;0,12;0,58;1,44
66368;85753;92343E10;VERISIGN INC;VRSN;01/12/2019;3;2;3;66,67%;100,00%;31/12/2019;31/12/2019;29/02/2020;;0,45;;2,3;1,8;-2,24
2136;65875;92343V10;VERIZON COMMUNICATIONS INC;VZ;01/12/2019;6;5;5;83,33%;83,33%;31/12/2019;31/12/2019;29/02/2020;0,38;0,17;0,21;0,17;0,78;3,73
11228;15202;92916010;VICINITY MOTOR CORP (Grande West Transportation Group Inc prior to 03/2021);VMC;01/12/2019;3;3;1;100,00%;33,33%;31/12/2019;31/12/2019;29/02/2020;0,33;0,12;0,1;0,1;0,47;0,89
11228;15202;92916010;VULCAN MATERIALS CO;VMC;01/12/2019;4;4;2;100,00%;50,00%;31/12/2019;31/12/2019;29/02/2020;0,33;0,12;0,1;0,1;0,47;0,89
14477;11955;94106L10;WALLBRIDGE MINING CO LTD;WM;01/12/2019;3;3;0;100,00%;0,00%;31/12/2019;31/12/2019;29/02/2020;0,18;0,18;0,21;0,15;0,75;2,92
14477;11955;94106L10;WASTE MANAGEMENT INC;WM;01/12/2019;6;5;5;83,33%;83,33%;31/12/2019;31/12/2019;29/02/2020;0,18;0,18;0,21;0,15;0,75;2,92
61574;82651;94184810;WATERS CORP;WAT;01/12/2019;4;4;4;100,00%;100,00%;31/12/2019;31/12/2019;29/02/2020;;0,26;;0,34;1,08;-12,82
8007;38703;94974610;WELLS FARGO & CO;WFC;01/12/2019;8;0;4;0,00%;50,00%;31/12/2019;31/12/2019;29/02/2020;0,78;0,02;0,11;0,08;0,9;9,24
175263;91461;95980210;WESTERN UNION CO;WU;01/12/2019;8;5;2;62,50%;25,00%;31/12/2019;31/12/2019;29/02/2020;;0,15;;0,33;1;-222,73
11465;25419;96332010;WHIRLPOOL CORP;WHR;01/12/2019;9;6;3;66,67%;33,33%;31/12/2019;31/12/2019;29/02/2020;0,35;0,1;0,43;0,14;0,78;4,62
11506;38156;96945710;WILLIAMS COMPANIES INC;WMB;01/12/2019;8;8;7;100,00%;87,50%;31/12/2019;31/12/2019;29/02/2020;0,53;0,09;0,06;0,07;0,64;2,22
187128;13141;98212B10;WPX ENERGY INC (De-listed 01/2021);WPX;01/12/2019;4;4;4;100,00%;100,00%;31/12/2019;31/12/2019;29/02/2020;0,84;0,14;0,06;0,03;0,46;0,86
5256;52695;38480210;WW GRAINGER INC;GWW;01/12/2019;6;6;5;100,00%;83,33%;31/12/2019;31/12/2019;29/02/2020;0,11;0,27;0,43;0,33;0,66;2,13
149318;89533;98313410;WYNN RESORTS LTD;WYNN;01/12/2019;3;3;2;100,00%;66,67%;31/12/2019;31/12/2019;29/02/2020;0,12;0,11;0,07;0,08;0,89;7,07
7977;23931;98389B10;XCEL ENERGY INC;XEL;01/12/2019;7;6;4;85,71%;57,14%;31/12/2019;31/12/2019;29/02/2020;0,53;0,08;0,08;0,07;0,74;2,81
11636;27983;98421M10;XEROX HOLDINGS CORP (Xerox Corp prior to 08/2019);XRX;01/12/2019;4;4;4;100,00%;100,00%;31/12/2019;31/12/2019;29/02/2020;0,72;0,11;0,12;0,12;0,61;1,6
189491;13035;98419M10;XYLEM INC;XYL;01/12/2019;8;8;6;100,00%;75,00%;31/12/2019;31/12/2019;29/02/2020;0,23;0,13;0,13;0,14;0,62;1,6
65417;85348;98849810;YUM! BRANDS INC (Tricon Global Restaurants Inc prior to 05/2002);YUM;01/12/2019;5;5;1;100,00%;20,00%;31/12/2019;31/12/2019;29/02/2020;;0,45;;0,72;2,53;-1,65
11687;84129;98970110;ZIONS BANCORPORATION NA (Zions Bancorporation prior to 10/2018);ZION;01/12/2019;4;4;4;100,00%;100,00%;31/12/2019;31/12/2019;29/02/2020;0,79;0,02;0,12;0,1;0,89;8,41
