Company Name;Global Company Key;Historical CRSP PERMNO Link to COMPUSTAT Record;CUSIP;Ticker;Fiscal year end;Audit Committee Members;Audit Committee Independent;Audit Committee Financial Expert;% of Independence Audit Committee;% of Expert Audit Committee;Book/Market;Return on Assets;Return on Equity;Return on Capital Employed;Total Debt/Total Assets;Total Debt/Equity;ISO Currency Code;Assets - Total;Capital Expenditures;Earnings Before Interest and Taxes;Earnings Before Interest;Gross Profit (Loss);Net Income (Loss);Sales/Turnover (Net);Active/Inactive Status Marker
THERMO FISHER SCIENTIFIC INC;10530;62092;88355610;TMO;31/12/2019;5;4;3;0,8;0,6;0,25;0,11;0,12;0,09;0,49;0,97;USD;58381;926;4259;6536;12411;3696;25542;A
TRIPADVISOR INC;199356;13168;89694520;TRIP;31/12/2019;3;3;3;1;1;0,28;0,15;0,09;0,14;0,41;0,71;USD;1984;83;189;315;1466;126;1560;A
UNION PACIFIC CORP;10867;48725;90781810;UNP;31/12/2019;8;7;3;0,875;0,375;0,24;0,18;0,19;0,19;0,71;2,4;USD;61673;3453;8499;10715;10715;5919;21708;A
UNITED PARCEL SERVICE INC;10920;87447;91131210;UPS;31/12/2019;4;3;4;0,75;1;0,05;0,19;0,93;0,29;0,94;16,7;USD;57857;6380;8150;10510;10510;4440;74094;A
UNITED STATES STEEL CORP;23978;76644;91290910;X;31/12/2019;8;8;5;1;0,625;2,11;0,05;-0,15;-0,01;0,65;1,84;USD;11608;1252;-50;566;855;-630;12937;A
UNITEDHEALTH GROUP INC;10903;92655;91324P10;UNH;31/12/2019;3;3;3;1;1;0,22;0,14;0,24;0,21;0,64;1,94;USD;173889;;;;;;;A
UNITEDHEALTH GROUP INC;10903;92655;91324P10;UNH;31/12/2019;3;3;3;1;1;0,22;0,14;0,24;0,21;0,64;1,94;USD;173889;2071;19685;22405;57598;13839;242155;A
UNUM GROUP;12726;71175;91529Y10;UNM;31/12/2019;6;6;6;1;1;1,7;0,03;0,12;0,13;0,85;5,72;USD;67013,4;;;;;;;A
UNUM GROUP;12726;71175;91529Y10;UNM;31/12/2019;6;6;6;1;1;1,7;0,03;0,12;0,13;0,85;5,72;USD;67013,4;150,9;1587,5;1704,7;1704,7;1100,3;11999,6;A
US BANCORP;4723;66157;90297330;USB;31/12/2019;5;5;4;1;0,8;0,5;0,03;0,15;0,11;0,89;8,54;USD;495426;;;;;;;A
US BANCORP;4723;66157;90297330;USB;31/12/2019;5;5;4;1;0,8;0,5;0,03;0,15;0,11;0,89;8,54;USD;495426;0;12143;12645;21379;6914;27325;A
VALERO ENERGY CORP;15247;85269;91913Y10;VLO;31/12/2019;3;3;3;1;1;0,7;0,1;0,09;0,12;0,58;1,44;USD;53864;2069;3843;5343;6225;2422;102729;A
VERISIGN INC;66368;85753;92343E10;VRSN;31/12/2019;3;2;3;0,6667;1;;0,45;;2,3;1,8;-2,24;USD;1854,01;40,32;806,13;852,46;1097,52;612,3;1231,66;A
VERIZON COMMUNICATIONS INC;2136;65875;92343V10;VZ;31/12/2019;6;5;5;0,8333;0,8333;0,38;0,17;0,21;0,17;0,78;3,73;USD;291727;17939;30303;46985;77142;19265;131868;A
VULCAN MATERIALS CO;11228;15202;92916010;VMC;31/12/2019;3;3;1;1;0,3333;0,33;0,12;0,1;0,1;0,47;0,89;USD;10648,79;384,09;885,35;1259,95;1630,5;617,66;4929,1;A
VULCAN MATERIALS CO;11228;15202;92916010;VMC;31/12/2019;4;4;2;1;0,5;0,33;0,12;0,1;0,1;0,47;0,89;USD;10648,79;384,09;885,35;1259,95;1630,5;617,66;4929,1;A
WASTE MANAGEMENT INC;14477;11955;94106L10;WM;31/12/2019;3;3;0;1;0;0,18;0,18;0,21;0,15;0,75;2,92;USD;27743;1818;2803;4479;6077;1670;15455;A
WASTE MANAGEMENT INC;14477;11955;94106L10;WM;31/12/2019;6;5;5;0,8333;0,8333;0,18;0,18;0,21;0,15;0,75;2,92;USD;27743;1818;2803;4479;6077;1670;15455;A
WATERS CORP;61574;82651;94184810;WAT;31/12/2019;4;4;4;1;1;;0,26;;0,34;1,08;-12,82;USD;2557,06;163,82;724,65;829,95;1491,5;592,2;2406,6;A
WELLS FARGO & CO;8007;38703;94974610;WFC;31/12/2019;8;0;4;0;0,5;0,78;0,02;0,11;0,08;0,9;9,24;USD;1927555;;;;;;;A
WELLS FARGO & CO;8007;38703;94974610;WFC;31/12/2019;8;0;4;0;0,5;0,78;0,02;0,11;0,08;0,9;9,24;USD;1927555;0;40122;40122;80914;19549;102453;A
WESTERN UNION CO;175263;91461;95980210;WU;31/12/2019;8;5;2;0,625;0,25;;0,15;;0,33;1;-222,73;USD;8758,5;;;;;;;A
WESTERN UNION CO;175263;91461;95980210;WU;31/12/2019;8;5;2;0,625;0,25;;0,15;;0,33;1;-222,73;USD;8758,5;48,1;1065,5;1323,2;2503,1;1058,3;5292,1;A
WHIRLPOOL CORP;11465;25419;96332010;WHR;31/12/2019;9;6;3;0,6667;0,3333;0,35;0,1;0,43;0,14;0,78;4,62;USD;18881;532;1236;1823;3956;1184;20419;A
WILLIAMS COS INC;11506;38156;96945710;WMB;31/12/2019;8;8;7;1;0,875;0,53;0,09;0,06;0,07;0,64;2,22;USD;46040;2109;2405;4119;4667;850;8201;A
WPX ENERGY INC;187128;13141;98212B10;WPX;31/12/2019;4;4;4;1;1;0,84;0,14;0,06;0,03;0,46;0,86;USD;8413;1362;173;1194;1398;256;2292;I
GRAINGER (W W) INC;5256;52695;38480210;GWW;31/12/2019;6;6;5;1;0,8333;0,11;0,27;0,43;0,33;0,66;2,13;USD;6005;221;1388;1616;4547;849;11486;A
WYNN RESORTS LTD;149318;89533;98313410;WYNN;31/12/2019;3;3;2;1;0,6667;0,12;0,11;0,07;0,08;0,89;7,07;USD;13871,28;1063,29;913,31;1538,18;2544,05;122,99;6611,1;A
XCEL ENERGY INC;7977;23931;98389B10;XEL;31/12/2019;7;6;4;0,8571;0,5714;0,53;0,08;0,08;0,07;0,74;2,81;USD;50448;4225;2104;3869;3869;1372;11529;A
XEROX HOLDINGS CORP;11636;27983;98421M10;XRX;31/12/2019;4;4;4;1;1;0,72;0,11;0,12;0,12;0,61;1,6;USD;15047;65;1278;1708;4166;1353;9066;A
XYLEM INC;189491;13035;98419M10;XYL;31/12/2019;8;8;6;1;0,75;0,23;0,13;0,13;0,14;0,62;1,6;USD;7710;226;727;984;2308;401;5249;A
YUM BRANDS INC;65417;85348;98849810;YUM;31/12/2019;5;5;1;1;0,2;;0,45;;0,72;2,53;-1,65;USD;5231;196;1947;2113;2993;1294;5597;A
ZIONS BANCORPORATION NA;11687;84129;98970110;ZION;31/12/2019;4;4;4;1;1;0,79;0,02;0,12;0,1;0,89;8,41;USD;69172;;;;;;;A
ZIONS BANCORPORATION NA;11687;84129;98970110;ZION;31/12/2019;4;4;4;1;1;0,79;0,02;0,12;0,1;0,89;8,41;USD;69172;117;1198;1386;2795;816;3245;A
